room,0,0
100,46
room,2,-2
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
101,100
102,100
103,100
104,100
105,100
80,99
90,99
95,99
105,99
80,98
90,98
95,98
105,98
80,97
89,97
94,97
105,97
80,96
88,96
94,96
105,96
80,95
87,95
93,95
105,95
80,94
86,94
93,94
105,94
80,93
85,93
92,93
105,93
80,92
84,92
91,92
105,92
80,91
84,91
91,91
105,91
80,90
83,90
90,90
105,90
80,89
83,89
89,89
105,89
80,88
83,88
89,88
105,88
80,87
83,87
90,87
105,87
80,86
83,86
90,86
105,86
80,85
83,85
90,85
105,85
80,84
83,84
90,84
105,84
80,83
84,83
90,83
105,83
80,82
85,82
90,82
105,82
80,81
85,81
91,81
105,81
80,80
86,80
91,80
105,80
80,79
86,79
92,79
105,79
80,78
86,78
93,78
105,78
80,77
86,77
93,77
105,77
80,76
87,76
93,76
105,76
80,75
87,75
94,75
105,75
80,74
88,74
94,74
95,74
105,74
80,73
88,73
95,73
105,73
80,72
88,72
95,72
105,72
80,71
89,71
95,71
105,71
80,70
89,70
95,70
105,70
80,69
89,69
95,69
105,69
80,68
90,68
96,68
105,68
80,67
91,67
96,67
105,67
80,66
91,66
96,66
105,66
80,65
81,65
82,65
83,65
84,65
85,65
86,65
87,65
88,65
89,65
90,65
91,65
96,65
97,65
98,65
99,65
100,65
101,65
102,65
103,65
104,65
105,65
spikes,2,-2
spawn,2,-2
92,65
room,1,1
39,23
40,23
41,23
42,23
43,23
44,23
45,23
50,23
51,23
52,23
53,23
54,23
55,23
56,23
57,23
58,23
59,23
60,23
61,23
62,23
63,23
64,23
65,23
66,23
67,23
39,22
42,22
57,22
58,22
67,22
39,21
42,21
43,21
58,21
67,21
39,20
43,20
58,20
59,20
60,20
61,20
62,20
63,20
67,20
39,19
43,19
44,19
63,19
67,19
39,18
44,18
63,18
64,18
65,18
66,18
67,18
39,17
45,17
46,17
67,17
39,16
47,16
67,16
39,15
47,15
67,15
39,14
48,14
49,14
50,14
67,14
39,13
50,13
51,13
52,13
53,13
67,13
39,12
53,12
54,12
67,12
39,11
54,11
67,11
39,10
55,10
67,10
39,9
55,9
67,9
39,8
40,8
41,8
42,8
43,8
44,8
45,8
46,8
47,8
48,8
49,8
50,8
51,8
52,8
53,8
54,8
55,8
56,8
57,8
58,8
59,8
60,8
61,8
62,8
63,8
64,8
65,8
66,8
67,8
spikes,1,1
59,19
60,19
61,19
62,19
spawn,1,1
46,23
